date,food_sales,beverage_sales,wine_sales,liquor_sales,beer_sales,total_sales,date,dow
2012-08-26,2983.0,132.0,1266.0,149.0,132.0,4662.0,2012-08-26,Sun
2012-08-28,3061.0,198.0,1423.0,303.0,135.0,5120.0,2012-08-28,Tue
2012-08-29,3126.0,241.0,1581.0,444.0,175.0,5567.0,2012-08-29,Wed
2012-08-30,3375.0,278.0,2119.0,376.0,61.0,6209.0,2012-08-30,Thu
2012-08-31,5449.0,335.0,2626.0,953.0,343.0,9706.0,2012-08-31,Fri
2012-09-01,4356.0,333.0,1823.0,577.0,40.0,7129.0,2012-09-01,Sat
2012-09-02,5515.0,262.0,2231.0,511.0,290.0,8809.0,2012-09-02,Sun
2012-09-04,1954.0,92.0,912.0,194.0,14.0,3166.0,2012-09-04,Tue
2012-09-05,1862.0,114.0,973.0,153.0,100.0,3202.0,2012-09-05,Wed
2012-09-06,3401.0,213.0,1668.0,289.0,148.0,5719.0,2012-09-06,Thu
2012-09-07,4680.0,281.0,2450.0,359.0,229.0,7999.0,2012-09-07,Fri
2012-09-08,6444.0,421.0,3144.0,379.0,256.0,10644.0,2012-09-08,Sat
2012-09-09,4930.0,296.0,1448.0,186.0,222.0,7082.0,2012-09-09,Sun
2012-09-10,-0.0,-0.0,-0.0,-0.0,15.0,15.0,2012-09-10,Mon
2012-09-11,2849.0,156.0,1522.0,163.0,115.0,4805.0,2012-09-11,Tue
2012-09-12,1943.0,95.0,973.0,186.0,61.0,3258.0,2012-09-12,Wed
2012-09-13,2977.0,131.0,1205.0,257.0,195.0,4765.0,2012-09-13,Thu
2012-09-14,5870.0,264.0,2309.0,420.0,122.0,8985.0,2012-09-14,Fri
2012-09-15,5289.0,349.0,2682.0,438.0,154.0,8912.0,2012-09-15,Sat
2012-09-16,3480.0,306.0,1104.0,274.0,128.0,5292.0,2012-09-16,Sun
2012-09-18,2401.0,124.0,1265.0,113.0,41.0,3944.0,2012-09-18,Tue
2012-09-19,2490.0,106.0,1349.0,101.0,47.0,4093.0,2012-09-19,Wed
2012-09-20,2351.0,111.0,1686.0,150.0,34.0,4332.0,2012-09-20,Thu
2012-09-21,3804.0,218.0,2524.0,313.0,41.0,6900.0,2012-09-21,Fri
2012-09-22,4449.0,293.0,2493.0,707.0,134.0,8076.0,2012-09-22,Sat
2012-09-23,2380.0,119.0,1269.0,158.0,34.0,3960.0,2012-09-23,Sun
2012-09-25,2734.0,159.0,1229.0,268.0,47.0,4437.0,2012-09-25,Tue
2012-09-26,1972.0,69.0,1223.0,484.0,115.0,3863.0,2012-09-26,Wed
2012-09-27,2082.0,99.0,887.0,70.0,81.0,3219.0,2012-09-27,Thu
2012-09-28,4342.0,261.0,2409.0,421.0,134.0,7567.0,2012-09-28,Fri
2012-09-29,4956.0,279.0,2410.0,338.0,203.0,8186.0,2012-09-29,Sat
2012-09-30,1825.0,124.0,693.0,232.0,27.0,2901.0,2012-09-30,Sun
2012-10-02,2782.0,169.0,1538.0,181.0,47.0,4717.0,2012-10-02,Tue
2012-10-03,1107.0,64.0,579.0,107.0,20.0,1877.0,2012-10-03,Wed
2012-10-04,2163.0,144.0,1190.0,204.0,108.0,3809.0,2012-10-04,Thu
2012-10-05,3348.0,259.0,1176.0,330.0,47.0,5160.0,2012-10-05,Fri
2012-10-06,3276.0,181.0,1519.0,450.0,189.0,5615.0,2012-10-06,Sat
2012-10-07,910.0,58.0,516.0,16.0,14.0,1514.0,2012-10-07,Sun
2012-10-09,1046.0,58.0,918.0,24.0,7.0,2053.0,2012-10-09,Tue
2012-10-10,1292.0,81.0,820.0,131.0,14.0,2338.0,2012-10-10,Wed
2012-10-11,2044.0,83.0,964.0,142.0,121.0,3354.0,2012-10-11,Thu
2012-10-12,4104.0,118.0,2778.0,369.0,175.0,7544.0,2012-10-12,Fri
2012-10-13,4828.0,140.0,2106.0,339.0,81.0,7494.0,2012-10-13,Sat
2012-10-14,1687.0,33.0,866.0,185.0,47.0,2818.0,2012-10-14,Sun
2012-10-15,1418.0,37.0,1027.0,8.0,27.0,2517.0,2012-10-15,Mon
2012-10-16,1989.0,66.0,1086.0,133.0,81.0,3355.0,2012-10-16,Tue
2012-10-17,1790.0,70.0,784.0,162.0,47.0,2853.0,2012-10-17,Wed
2012-10-18,1616.0,55.0,1020.0,131.0,14.0,2836.0,2012-10-18,Thu
2012-10-19,3810.0,125.0,2142.0,351.0,101.0,6529.0,2012-10-19,Fri
2012-10-20,4861.0,128.0,2482.0,536.0,108.0,8115.0,2012-10-20,Sat
2012-10-21,2467.0,80.0,1166.0,95.0,34.0,3842.0,2012-10-21,Sun
2012-10-22,703.0,7.0,486.0,90.0,14.0,1300.0,2012-10-22,Mon
2012-10-23,1331.0,90.0,697.0,35.0,40.0,2193.0,2012-10-23,Tue
2012-10-24,2310.0,68.0,1416.0,93.0,14.0,3901.0,2012-10-24,Wed
2012-10-25,2319.0,96.0,1497.0,199.0,20.0,4131.0,2012-10-25,Thu
2012-10-26,4985.0,88.0,3215.0,234.0,128.0,8650.0,2012-10-26,Fri
2012-10-27,4279.0,162.0,2199.0,349.0,94.0,7083.0,2012-10-27,Sat
2012-10-28,2717.0,110.0,1025.0,162.0,74.0,4088.0,2012-10-28,Sun
2012-10-29,668.0,43.0,300.0,9.0,7.0,1027.0,2012-10-29,Mon
2012-10-30,1128.0,12.0,852.0,60.0,7.0,2059.0,2012-10-30,Tue
2012-10-31,1313.0,23.0,654.0,153.0,27.0,2170.0,2012-10-31,Wed
2012-11-01,1680.0,41.0,1496.0,285.0,34.0,3536.0,2012-11-01,Thu
2012-11-02,4261.0,218.0,2453.0,534.0,74.0,7540.0,2012-11-02,Fri
2012-11-03,4867.0,226.0,2642.0,482.0,54.0,8271.0,2012-11-03,Sat
2012-11-04,2093.0,65.0,963.0,170.0,100.0,3391.0,2012-11-04,Sun
2012-11-05,1150.0,50.0,1003.0,119.0,26.0,2348.0,2012-11-05,Mon
2012-11-06,1131.0,25.0,545.0,18.0,14.0,1733.0,2012-11-06,Tue
2012-11-07,1675.0,38.0,1051.0,24.0,54.0,2842.0,2012-11-07,Wed
2012-11-08,2271.0,66.0,1244.0,214.0,47.0,3842.0,2012-11-08,Thu
2012-11-09,4044.0,148.0,2543.0,513.0,101.0,7349.0,2012-11-09,Fri
2012-11-10,5388.0,210.0,2755.0,632.0,34.0,9019.0,2012-11-10,Sat
2012-11-11,1945.0,55.0,764.0,20.0,14.0,2798.0,2012-11-11,Sun
2012-11-12,1341.0,80.0,830.0,104.0,20.0,2375.0,2012-11-12,Mon
2012-11-13,2009.0,62.0,1512.0,132.0,20.0,3735.0,2012-11-13,Tue
2012-11-14,1196.0,32.0,520.0,39.0,-0.0,1787.0,2012-11-14,Wed
2012-11-15,2306.0,31.0,1095.0,172.0,53.0,3657.0,2012-11-15,Thu
2012-11-16,3967.0,134.0,2365.0,342.0,141.0,6949.0,2012-11-16,Fri
2012-11-17,4619.0,174.0,2311.0,610.0,212.0,7926.0,2012-11-17,Sat
2012-11-18,2375.0,52.0,821.0,107.0,60.0,3415.0,2012-11-18,Sun
2012-11-19,852.0,13.0,338.0,39.0,47.0,1289.0,2012-11-19,Mon
2012-11-20,1344.0,55.0,1112.0,97.0,-0.0,2608.0,2012-11-20,Tue
2012-11-21,1869.0,42.0,838.0,65.0,54.0,2868.0,2012-11-21,Wed
2012-11-22,1892.0,66.0,1257.0,266.0,66.0,3547.0,2012-11-22,Thu
2012-11-23,4591.0,95.0,2225.0,414.0,176.0,7501.0,2012-11-23,Fri
2012-11-24,4408.0,196.0,2381.0,402.0,107.0,7494.0,2012-11-24,Sat
2012-11-25,1619.0,57.0,621.0,46.0,-0.0,2343.0,2012-11-25,Sun
2012-11-26,1388.0,39.0,924.0,137.0,67.0,2555.0,2012-11-26,Mon
2012-11-27,1402.0,21.0,902.0,75.0,14.0,2414.0,2012-11-27,Tue
2012-11-28,1854.0,62.0,1036.0,146.0,7.0,3105.0,2012-11-28,Wed
2012-11-29,2207.0,95.0,1621.0,296.0,14.0,4233.0,2012-11-29,Thu
2012-11-30,3782.0,74.0,2535.0,218.0,114.0,6723.0,2012-11-30,Fri
2012-12-01,5090.0,142.0,2813.0,894.0,67.0,9006.0,2012-12-01,Sat
2012-12-02,2387.0,56.0,1072.0,204.0,73.0,3792.0,2012-12-02,Sun
2012-12-03,772.0,4.0,499.0,49.0,20.0,1344.0,2012-12-03,Mon
2012-12-04,2238.0,65.0,1858.0,275.0,54.0,4490.0,2012-12-04,Tue
2012-12-05,1443.0,68.0,647.0,90.0,34.0,2282.0,2012-12-05,Wed
2012-12-06,3058.0,67.0,2081.0,412.0,159.0,5777.0,2012-12-06,Thu
2012-12-07,4838.0,104.0,3298.0,720.0,120.0,9080.0,2012-12-07,Fri
2012-12-08,4184.0,162.0,2361.0,615.0,94.0,7416.0,2012-12-08,Sat
2012-12-09,2134.0,111.0,892.0,139.0,27.0,3303.0,2012-12-09,Sun
2012-12-10,1709.0,40.0,1200.0,128.0,20.0,3097.0,2012-12-10,Mon
2012-12-11,1272.0,14.0,952.0,86.0,34.0,2358.0,2012-12-11,Tue
2012-12-12,3753.0,144.0,3105.0,1128.0,73.0,8203.0,2012-12-12,Wed
2012-12-13,2754.0,79.0,2234.0,282.0,115.0,5464.0,2012-12-13,Thu
2012-12-14,4500.0,177.0,2442.0,611.0,216.0,7946.0,2012-12-14,Fri
2012-12-15,4413.0,120.0,2603.0,707.0,67.0,7910.0,2012-12-15,Sat
2012-12-16,1990.0,63.0,1351.0,144.0,20.0,3568.0,2012-12-16,Sun
2012-12-17,1670.0,39.0,962.0,126.0,20.0,2817.0,2012-12-17,Mon
2012-12-18,2374.0,111.0,2496.0,225.0,26.0,5232.0,2012-12-18,Tue
2012-12-19,4086.0,62.0,2800.0,323.0,94.0,7365.0,2012-12-19,Wed
2012-12-20,2733.0,50.0,1408.0,361.0,92.0,4644.0,2012-12-20,Thu
2012-12-21,3617.0,74.0,3476.0,356.0,67.0,7590.0,2012-12-21,Fri
2012-12-22,4089.0,92.0,2130.0,363.0,72.0,6746.0,2012-12-22,Sat
2012-12-23,2275.0,69.0,889.0,71.0,74.0,3378.0,2012-12-23,Sun
2012-12-28,2162.0,71.0,1042.0,292.0,107.0,3674.0,2012-12-28,Fri
2012-12-29,2616.0,107.0,1783.0,284.0,40.0,4830.0,2012-12-29,Sat
2012-12-30,1530.0,36.0,653.0,212.0,20.0,2451.0,2012-12-30,Sun
2012-12-31,5184.0,145.0,3697.0,345.0,108.0,9479.0,2012-12-31,Mon
2013-01-03,2423.0,113.0,1577.0,229.0,13.0,4355.0,2013-01-03,Thu
2013-01-04,3191.0,82.0,1387.0,303.0,79.0,5042.0,2013-01-04,Fri
2013-01-05,3894.0,93.0,2166.0,430.0,54.0,6637.0,2013-01-05,Sat
2013-01-06,1178.0,25.0,536.0,57.0,40.0,1836.0,2013-01-06,Sun
2013-01-08,1039.0,36.0,611.0,60.0,20.0,1766.0,2013-01-08,Tue
2013-01-09,1581.0,43.0,630.0,137.0,81.0,2472.0,2013-01-09,Wed
2013-01-10,1987.0,59.0,1137.0,85.0,54.0,3322.0,2013-01-10,Thu
2013-01-11,3795.0,97.0,2447.0,565.0,54.0,6958.0,2013-01-11,Fri
2013-01-12,4346.0,156.0,2116.0,679.0,168.0,7465.0,2013-01-12,Sat
2013-01-13,1112.0,19.0,264.0,130.0,12.0,1537.0,2013-01-13,Sun
2013-01-14,932.0,34.0,362.0,77.0,7.0,1412.0,2013-01-14,Mon
2013-01-15,1716.0,65.0,1106.0,150.0,27.0,3064.0,2013-01-15,Tue
2013-01-17,4443.0,66.0,3225.0,172.0,168.0,8074.0,2013-01-17,Thu
2013-01-18,4613.0,103.0,2366.0,528.0,74.0,7684.0,2013-01-18,Fri
2013-01-19,4138.0,190.0,2436.0,535.0,40.0,7339.0,2013-01-19,Sat
2013-01-20,1401.0,40.0,608.0,114.0,47.0,2210.0,2013-01-20,Sun
2013-01-21,789.0,22.0,372.0,98.0,14.0,1295.0,2013-01-21,Mon
2013-01-22,969.0,33.0,688.0,103.0,-0.0,1793.0,2013-01-22,Tue
2013-01-23,1608.0,37.0,852.0,301.0,26.0,2824.0,2013-01-23,Wed
2013-01-24,1349.0,14.0,697.0,68.0,-0.0,2128.0,2013-01-24,Thu
2013-01-25,3520.0,146.0,1948.0,342.0,54.0,6010.0,2013-01-25,Fri
2013-01-26,3563.0,100.0,1978.0,751.0,47.0,6439.0,2013-01-26,Sat
2013-01-27,1677.0,45.0,916.0,103.0,27.0,2768.0,2013-01-27,Sun
2013-01-28,615.0,32.0,302.0,-0.0,74.0,1023.0,2013-01-28,Mon
2013-01-29,1669.0,55.0,893.0,176.0,40.0,2833.0,2013-01-29,Tue
2013-01-30,1305.0,33.0,633.0,186.0,7.0,2164.0,2013-01-30,Wed
2013-01-31,1467.0,41.0,711.0,191.0,80.0,2490.0,2013-01-31,Thu
2013-02-01,3684.0,75.0,2126.0,625.0,53.0,6563.0,2013-02-01,Fri
2013-02-02,3948.0,148.0,2543.0,550.0,74.0,7263.0,2013-02-02,Sat
2013-02-03,404.0,12.0,125.0,-0.0,-0.0,541.0,2013-02-03,Sun
2013-02-04,535.0,13.0,534.0,55.0,20.0,1157.0,2013-02-04,Mon
2013-02-05,1312.0,38.0,882.0,25.0,27.0,2284.0,2013-02-05,Tue
2013-02-06,2280.0,189.0,1148.0,148.0,68.0,3833.0,2013-02-06,Wed
2013-02-07,1940.0,120.0,1379.0,243.0,47.0,3729.0,2013-02-07,Thu
2013-02-08,1490.0,46.0,955.0,111.0,20.0,2622.0,2013-02-08,Fri
2013-02-09,3966.0,237.0,1922.0,369.0,73.0,6567.0,2013-02-09,Sat
2013-02-10,2043.0,104.0,834.0,179.0,41.0,3201.0,2013-02-10,Sun
2013-02-11,710.0,68.0,382.0,95.0,14.0,1269.0,2013-02-11,Mon
2013-02-12,1616.0,119.0,845.0,84.0,101.0,2765.0,2013-02-12,Tue
2013-02-13,2690.0,120.0,1613.0,318.0,41.0,4782.0,2013-02-13,Wed
2013-02-14,4973.0,183.0,2276.0,724.0,128.0,8284.0,2013-02-14,Thu
2013-02-15,4728.0,262.0,2636.0,687.0,142.0,8455.0,2013-02-15,Fri
2013-02-16,4450.0,221.0,1498.0,524.0,87.0,6780.0,2013-02-16,Sat
2013-02-18,2658.0,119.0,1584.0,224.0,127.0,4712.0,2013-02-18,Mon
2013-02-19,763.0,73.0,445.0,138.0,7.0,1426.0,2013-02-19,Tue
2013-02-20,1072.0,53.0,567.0,112.0,14.0,1818.0,2013-02-20,Wed
2013-02-21,1282.0,37.0,570.0,165.0,13.0,2067.0,2013-02-21,Thu
2013-02-22,3779.0,243.0,2413.0,341.0,125.0,6901.0,2013-02-22,Fri
2013-02-23,4396.0,252.0,2124.0,429.0,121.0,7322.0,2013-02-23,Sat
2013-02-24,918.0,31.0,268.0,26.0,34.0,1277.0,2013-02-24,Sun
2013-02-25,641.0,61.0,434.0,21.0,13.0,1170.0,2013-02-25,Mon
2013-02-26,1384.0,63.0,680.0,63.0,115.0,2305.0,2013-02-26,Tue
2013-02-27,920.0,45.0,559.0,33.0,13.0,1570.0,2013-02-27,Wed
2013-02-28,2393.0,156.0,1116.0,219.0,39.0,3923.0,2013-02-28,Thu
2013-03-01,3321.0,210.0,1780.0,331.0,47.0,5689.0,2013-03-01,Fri
2013-03-02,4119.0,275.0,1866.0,486.0,74.0,6820.0,2013-03-02,Sat
2013-03-03,1880.0,103.0,915.0,154.0,27.0,3079.0,2013-03-03,Sun
2013-03-04,760.0,80.0,348.0,51.0,-0.0,1239.0,2013-03-04,Mon
2013-03-05,1148.0,74.0,586.0,124.0,34.0,1966.0,2013-03-05,Tue
2013-03-06,1484.0,58.0,845.0,47.0,14.0,2448.0,2013-03-06,Wed
2013-03-07,1265.0,88.0,548.0,24.0,87.0,2012.0,2013-03-07,Thu
2013-03-08,3630.0,238.0,2388.0,479.0,87.0,6822.0,2013-03-08,Fri
2013-03-09,4554.0,229.0,2551.0,580.0,222.0,8136.0,2013-03-09,Sat
2013-03-10,1355.0,78.0,462.0,88.0,41.0,2024.0,2013-03-10,Sun
2013-03-11,1433.0,146.0,927.0,128.0,7.0,2641.0,2013-03-11,Mon
2013-03-12,1479.0,131.0,480.0,78.0,47.0,2215.0,2013-03-12,Tue
2013-03-13,1824.0,66.0,1307.0,59.0,7.0,3263.0,2013-03-13,Wed
2013-03-14,2148.0,105.0,1372.0,155.0,34.0,3814.0,2013-03-14,Thu
2013-03-15,3314.0,113.0,2969.0,227.0,20.0,6643.0,2013-03-15,Fri
2013-03-16,4155.0,209.0,1882.0,262.0,81.0,6589.0,2013-03-16,Sat
2013-03-17,2116.0,99.0,898.0,214.0,20.0,3347.0,2013-03-17,Sun
2013-03-18,999.0,66.0,376.0,140.0,13.0,1594.0,2013-03-18,Mon
2013-03-19,1204.0,103.0,877.0,85.0,40.0,2309.0,2013-03-19,Tue
2013-03-20,1347.0,83.0,737.0,101.0,14.0,2282.0,2013-03-20,Wed
2013-03-21,1550.0,50.0,1123.0,68.0,7.0,2798.0,2013-03-21,Thu
2013-03-23,4354.0,221.0,2419.0,480.0,74.0,7548.0,2013-03-23,Sat
2013-03-24,1660.0,66.0,1169.0,96.0,-0.0,2991.0,2013-03-24,Sun
2013-03-25,838.0,52.0,365.0,68.0,20.0,1343.0,2013-03-25,Mon
2013-03-26,2355.0,76.0,1309.0,147.0,47.0,3934.0,2013-03-26,Tue
2013-03-27,1568.0,109.0,1000.0,54.0,40.0,2771.0,2013-03-27,Wed
2013-03-28,2384.0,115.0,1172.0,68.0,53.0,3792.0,2013-03-28,Thu
2013-03-29,3326.0,165.0,1384.0,193.0,105.0,5173.0,2013-03-29,Fri
2013-03-30,3845.0,226.0,1865.0,311.0,86.0,6333.0,2013-03-30,Sat
2013-03-31,1780.0,140.0,846.0,157.0,27.0,2950.0,2013-03-31,Sun
2013-04-02,1410.0,72.0,966.0,123.0,67.0,2638.0,2013-04-02,Tue
2013-04-03,1475.0,63.0,895.0,181.0,105.0,2719.0,2013-04-03,Wed
2013-04-04,2129.0,92.0,1641.0,96.0,54.0,4012.0,2013-04-04,Thu
2013-04-05,2897.0,135.0,1416.0,467.0,67.0,4982.0,2013-04-05,Fri
2013-04-06,4285.0,304.0,2643.0,538.0,154.0,7924.0,2013-04-06,Sat
2013-04-07,2150.0,132.0,773.0,124.0,54.0,3233.0,2013-04-07,Sun
2013-04-08,739.0,31.0,261.0,151.0,-0.0,1182.0,2013-04-08,Mon
2013-04-10,3766.0,217.0,2058.0,334.0,122.0,6497.0,2013-04-10,Wed
2013-04-11,1287.0,85.0,636.0,86.0,20.0,2114.0,2013-04-11,Thu
2013-04-12,3974.0,247.0,2462.0,321.0,94.0,7098.0,2013-04-12,Fri
2013-04-14,4062.0,311.0,1678.0,439.0,74.0,6564.0,2013-04-14,Sun
2013-04-15,3784.0,179.0,2440.0,348.0,41.0,6792.0,2013-04-15,Mon
2013-04-16,1654.0,85.0,531.0,103.0,60.0,2433.0,2013-04-16,Tue
2013-04-17,1868.0,95.0,916.0,162.0,120.0,3161.0,2013-04-17,Wed
2013-04-18,1488.0,92.0,761.0,66.0,74.0,2481.0,2013-04-18,Thu
2013-04-19,4036.0,207.0,2516.0,437.0,107.0,7303.0,2013-04-19,Fri
2013-04-20,3910.0,244.0,2209.0,615.0,141.0,7119.0,2013-04-20,Sat
2013-04-21,2395.0,135.0,1220.0,285.0,74.0,4109.0,2013-04-21,Sun
2013-04-22,969.0,50.0,472.0,67.0,20.0,1578.0,2013-04-22,Mon
2013-04-24,4742.0,309.0,3383.0,471.0,81.0,8986.0,2013-04-24,Wed
2013-04-25,2066.0,87.0,1246.0,236.0,33.0,3668.0,2013-04-25,Thu
2013-04-26,3361.0,188.0,1477.0,328.0,135.0,5489.0,2013-04-26,Fri
2013-04-27,3809.0,172.0,1646.0,243.0,100.0,5970.0,2013-04-27,Sat
2013-04-28,2579.0,172.0,1052.0,199.0,215.0,4217.0,2013-04-28,Sun
2013-04-29,1285.0,65.0,457.0,97.0,13.0,1917.0,2013-04-29,Mon
2013-04-30,1855.0,98.0,840.0,106.0,53.0,2952.0,2013-04-30,Tue
2013-05-01,1712.0,148.0,923.0,276.0,105.0,3164.0,2013-05-01,Wed
2013-05-02,2540.0,143.0,1319.0,164.0,208.0,4374.0,2013-05-02,Thu
2013-05-03,4821.0,261.0,2875.0,440.0,67.0,8464.0,2013-05-03,Fri
2013-05-04,5823.0,321.0,2563.0,680.0,188.0,9575.0,2013-05-04,Sat
2013-05-05,2577.0,151.0,1141.0,288.0,73.0,4230.0,2013-05-05,Sun
2013-05-06,1527.0,138.0,580.0,198.0,27.0,2470.0,2013-05-06,Mon
2013-05-07,1553.0,121.0,660.0,111.0,66.0,2511.0,2013-05-07,Tue
2013-05-08,2014.0,166.0,1453.0,30.0,7.0,3670.0,2013-05-08,Wed
2013-05-09,2375.0,122.0,992.0,182.0,94.0,3765.0,2013-05-09,Thu
2013-05-10,3770.0,233.0,1738.0,509.0,81.0,6331.0,2013-05-10,Fri
2013-05-11,5241.0,268.0,2749.0,828.0,134.0,9220.0,2013-05-11,Sat
2013-05-12,5720.0,426.0,2090.0,177.0,153.0,8566.0,2013-05-12,Sun
2013-05-13,1235.0,65.0,555.0,46.0,54.0,1955.0,2013-05-13,Mon
2013-05-14,1291.0,92.0,678.0,73.0,7.0,2141.0,2013-05-14,Tue
2013-05-15,2395.0,115.0,1372.0,296.0,33.0,4211.0,2013-05-15,Wed
2013-05-16,2863.0,81.0,1606.0,172.0,100.0,4822.0,2013-05-16,Thu
2013-05-17,3878.0,229.0,2371.0,327.0,120.0,6925.0,2013-05-17,Fri
2013-05-18,3565.0,199.0,1573.0,233.0,67.0,5637.0,2013-05-18,Sat
2013-05-19,3328.0,234.0,1338.0,187.0,169.0,5256.0,2013-05-19,Sun
2013-05-21,1710.0,89.0,572.0,219.0,-0.0,2590.0,2013-05-21,Tue
2013-05-22,1960.0,64.0,1128.0,107.0,46.0,3305.0,2013-05-22,Wed
2013-05-23,2760.0,116.0,2402.0,318.0,119.0,5715.0,2013-05-23,Thu
2013-05-24,3792.0,155.0,2390.0,222.0,186.0,6745.0,2013-05-24,Fri
2013-05-25,4752.0,218.0,2300.0,548.0,67.0,7885.0,2013-05-25,Sat
2013-05-26,2682.0,157.0,910.0,204.0,74.0,4027.0,2013-05-26,Sun
2013-05-27,1611.0,109.0,385.0,107.0,40.0,2252.0,2013-05-27,Mon
2013-05-28,1467.0,85.0,716.0,33.0,40.0,2341.0,2013-05-28,Tue
2013-05-29,2482.0,107.0,1217.0,405.0,67.0,4278.0,2013-05-29,Wed
2013-05-30,2769.0,178.0,1723.0,407.0,165.0,5242.0,2013-05-30,Thu
2013-05-31,4039.0,181.0,2208.0,424.0,175.0,7027.0,2013-05-31,Fri
2013-06-01,5124.0,264.0,2039.0,446.0,74.0,7947.0,2013-06-01,Sat
2013-06-02,2477.0,96.0,796.0,193.0,20.0,3582.0,2013-06-02,Sun
2013-06-03,3340.0,160.0,1635.0,479.0,152.0,5766.0,2013-06-03,Mon
2013-06-04,2520.0,130.0,1167.0,148.0,34.0,3999.0,2013-06-04,Tue
2013-06-05,1904.0,132.0,1182.0,42.0,80.0,3340.0,2013-06-05,Wed
2013-06-06,1978.0,109.0,1010.0,212.0,7.0,3316.0,2013-06-06,Thu
2013-06-07,4257.0,215.0,2077.0,394.0,100.0,7043.0,2013-06-07,Fri
2013-06-08,5082.0,266.0,2560.0,590.0,188.0,8686.0,2013-06-08,Sat
2013-06-09,3330.0,201.0,1481.0,255.0,34.0,5301.0,2013-06-09,Sun
2013-06-10,2062.0,215.0,552.0,150.0,73.0,3052.0,2013-06-10,Mon
2013-06-11,3097.0,183.0,1397.0,183.0,47.0,4907.0,2013-06-11,Tue
2013-06-12,2267.0,151.0,1228.0,39.0,34.0,3719.0,2013-06-12,Wed
2013-06-13,3717.0,201.0,2145.0,305.0,115.0,6483.0,2013-06-13,Thu
2013-06-14,5536.0,398.0,2593.0,1736.0,1191.0,11454.0,2013-06-14,Fri
2013-06-16,3976.0,157.0,1072.0,277.0,167.0,5649.0,2013-06-16,Sun
2013-06-17,1761.0,28.0,1062.0,154.0,66.0,3071.0,2013-06-17,Mon
2013-06-18,2772.0,127.0,1490.0,310.0,88.0,4787.0,2013-06-18,Tue
2013-06-19,2478.0,125.0,858.0,446.0,135.0,4042.0,2013-06-19,Wed
2013-06-20,3526.0,159.0,2022.0,352.0,81.0,6140.0,2013-06-20,Thu
2013-06-21,4902.0,252.0,1762.0,393.0,214.0,7523.0,2013-06-21,Fri
2013-06-22,4941.0,303.0,1903.0,627.0,180.0,7954.0,2013-06-22,Sat
2013-06-23,2524.0,132.0,838.0,195.0,146.0,3835.0,2013-06-23,Sun
2013-06-24,1963.0,98.0,821.0,145.0,87.0,3114.0,2013-06-24,Mon
2013-06-25,2159.0,97.0,1284.0,250.0,61.0,3851.0,2013-06-25,Tue
2013-06-26,3809.0,186.0,1460.0,247.0,246.0,5948.0,2013-06-26,Wed
2013-06-27,3381.0,165.0,1603.0,292.0,171.0,5612.0,2013-06-27,Thu
2013-06-28,3016.0,140.0,1850.0,496.0,7.0,5509.0,2013-06-28,Fri
2013-06-29,2888.0,149.0,1170.0,412.0,109.0,4728.0,2013-06-29,Sat
2013-06-30,2662.0,106.0,1149.0,285.0,128.0,4330.0,2013-06-30,Sun
2013-07-02,1757.0,73.0,981.0,115.0,15.0,2941.0,2013-07-02,Tue
2013-07-03,2092.0,67.0,1258.0,125.0,183.0,3725.0,2013-07-03,Wed
2013-07-04,2684.0,123.0,1609.0,213.0,197.0,4826.0,2013-07-04,Thu
2013-07-05,3853.0,167.0,2405.0,631.0,158.0,7214.0,2013-07-05,Fri
2013-07-06,4017.0,298.0,1905.0,457.0,120.0,6797.0,2013-07-06,Sat
2013-07-07,3104.0,186.0,1432.0,252.0,73.0,5047.0,2013-07-07,Sun
2013-07-08,655.0,22.0,219.0,65.0,44.0,1005.0,2013-07-08,Mon
2013-07-09,1754.0,86.0,930.0,201.0,43.0,3014.0,2013-07-09,Tue
2013-07-10,2655.0,127.0,1936.0,169.0,55.0,4942.0,2013-07-10,Wed
2013-07-11,1643.0,99.0,655.0,143.0,108.0,2648.0,2013-07-11,Thu
